STATUS | wrapper  | 2020/02/06 13:52:14 | --> Wrapper Started as Daemon
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.error(ErrorHandlerWrapper.java:134)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:396)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:284)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.handleEndElement(XMLDTDValidator.java:1994)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.endElement(XMLDTDValidator.java:879)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanEndElement(XMLDocumentFragmentScannerImpl.java:1782)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2967)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:602)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:505)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:842)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:771)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:243)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:121)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:111)
INFO   | jvm 1    | 2020/02/06 13:53:26 | 	... 13 more
STATUS | wrapper  | 2020/02/06 13:53:29 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/02/06 14:02:34 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/02/06 14:02:35 | Launching a JVM...
INFO   | jvm 1    | 2020/02/06 14:02:35 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/02/06 14:02:35 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/02/06 14:02:35 | 
INFO   | jvm 1    | 2020/02/06 14:02:36 | 
INFO   | jvm 1    | 2020/02/06 14:02:36 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:02:36 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at java.lang.Thread.run(Thread.java:748)
INFO   | jvm 1    | 2020/02/06 14:02:36 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 13; 元素类型为 "dataHost" 的内容必须匹配 "(heartbeat,connectionInitSql*,writeHost+)"。
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:121)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:78)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:82)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.MycatServer.<init>(MycatServer.java:178)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:121)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	... 7 more
INFO   | jvm 1    | 2020/02/06 14:02:36 | Caused by: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 13; 元素类型为 "dataHost" 的内容必须匹配 "(heartbeat,connectionInitSql*,writeHost+)"。
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:203)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.error(ErrorHandlerWrapper.java:134)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:396)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:284)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.handleEndElement(XMLDTDValidator.java:1994)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.endElement(XMLDTDValidator.java:879)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanEndElement(XMLDocumentFragmentScannerImpl.java:1782)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2967)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:602)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:505)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:842)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:771)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:243)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:121)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:111)
INFO   | jvm 1    | 2020/02/06 14:02:36 | 	... 13 more
STATUS | wrapper  | 2020/02/06 14:02:38 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/02/06 14:12:47 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/02/06 14:12:48 | Launching a JVM...
INFO   | jvm 1    | 2020/02/06 14:12:48 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/02/06 14:12:48 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/02/06 14:12:48 | 
INFO   | jvm 1    | 2020/02/06 14:12:49 | 
INFO   | jvm 1    | 2020/02/06 14:12:49 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:12:49 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at java.lang.Thread.run(Thread.java:748)
INFO   | jvm 1    | 2020/02/06 14:12:49 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 13; 元素类型为 "dataHost" 的内容必须匹配 "(heartbeat,connectionInitSql*,writeHost+)"。
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:121)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:78)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:82)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.MycatServer.<init>(MycatServer.java:178)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:121)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	... 7 more
INFO   | jvm 1    | 2020/02/06 14:12:49 | Caused by: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 13; 元素类型为 "dataHost" 的内容必须匹配 "(heartbeat,connectionInitSql*,writeHost+)"。
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:203)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.error(ErrorHandlerWrapper.java:134)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:396)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:284)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.handleEndElement(XMLDTDValidator.java:1994)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.endElement(XMLDTDValidator.java:879)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanEndElement(XMLDocumentFragmentScannerImpl.java:1782)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2967)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:602)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:505)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:842)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:771)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:243)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:121)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:111)
INFO   | jvm 1    | 2020/02/06 14:12:49 | 	... 13 more
STATUS | wrapper  | 2020/02/06 14:12:51 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/02/06 14:13:45 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/02/06 14:13:46 | Launching a JVM...
INFO   | jvm 1    | 2020/02/06 14:13:46 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/02/06 14:13:46 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/02/06 14:13:46 | 
INFO   | jvm 1    | 2020/02/06 14:13:47 | 
INFO   | jvm 1    | 2020/02/06 14:13:47 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:13:47 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at java.lang.Thread.run(Thread.java:748)
INFO   | jvm 1    | 2020/02/06 14:13:47 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 13; 元素类型为 "dataHost" 的内容必须匹配 "(heartbeat,connectionInitSql*,writeHost+)"。
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:121)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:78)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:82)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.MycatServer.<init>(MycatServer.java:178)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:121)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	... 7 more
INFO   | jvm 1    | 2020/02/06 14:13:47 | Caused by: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 13; 元素类型为 "dataHost" 的内容必须匹配 "(heartbeat,connectionInitSql*,writeHost+)"。
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:203)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.error(ErrorHandlerWrapper.java:134)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:396)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:284)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.handleEndElement(XMLDTDValidator.java:1994)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.endElement(XMLDTDValidator.java:879)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanEndElement(XMLDocumentFragmentScannerImpl.java:1782)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2967)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:602)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:505)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:842)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:771)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:243)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:121)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:111)
INFO   | jvm 1    | 2020/02/06 14:13:47 | 	... 13 more
STATUS | wrapper  | 2020/02/06 14:13:49 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/02/06 14:20:05 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/02/06 14:20:05 | Launching a JVM...
INFO   | jvm 1    | 2020/02/06 14:20:05 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/02/06 14:20:05 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/02/06 14:20:05 | 
INFO   | jvm 1    | 2020/02/06 14:20:06 | 
INFO   | jvm 1    | 2020/02/06 14:20:06 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:20:06 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at java.lang.Thread.run(Thread.java:748)
